"ISSUEdtm","TARGETdtm","Power","CloudCover","U10","V10","T2","SurfaceRad"
2012-03-31 12:00:00,2012-04-01 01:00:00,0.754102564,0.244601131,1.039334297,-2.50303936,294.4484863,830.786388888889
2012-03-31 12:00:00,2012-04-01 02:00:00,0.555,0.457137644,2.482865334,-2.993330002,295.6513672,771.739722222222
2012-03-31 12:00:00,2012-04-01 03:00:00,0.438397436,0.77142942,3.339866638,-1.982535362,294.4545898,712.693055555556
2012-03-31 12:00:00,2012-04-01 04:00:00,0.145448718,0.965866208,3.10610199,-1.446050644,293.2614746,538.536666666667
2012-03-31 12:00:00,2012-04-01 05:00:00,0.111987179,0.944668651,2.601145744,-1.904493332,292.7329102,356.271388888889
2012-03-31 12:00:00,2012-04-01 06:00:00,0.05724359,0.641353369,1.333368301,-1.728430748,292.0771484,186.852777777778
2012-03-31 12:00:00,2012-04-01 07:00:00,0.088717949,0.753142357,1.457922935,-1.034620285,291.0693359,127.451111111111
2012-03-31 12:00:00,2012-04-01 08:00:00,0.030064103,0.788338363,2.374826431,-1.089039803,289.0734863,21.3052777777778
2012-03-31 12:00:00,2012-04-01 09:00:00,0.000128205,0.502274573,1.985530853,-0.963009834,288.03125,0
2012-03-31 12:00:00,2012-04-01 10:00:00,0,0.501918316,1.999518394,-0.930319786,287.4057617,0
2012-03-31 12:00:00,2012-04-01 11:00:00,0,0.156774283,1.809739113,-0.098176956,286.3208008,0
2012-03-31 12:00:00,2012-04-01 12:00:00,0,0.014343262,1.35490799,-0.922255516,285.0354004,0
2012-03-31 12:00:00,2012-04-01 13:00:00,0,0.004364014,1.256863594,-1.156412125,284.7331543,0
2012-03-31 12:00:00,2012-04-01 14:00:00,0,0,0.921033859,-0.804039002,284.4626465,0
2012-03-31 12:00:00,2012-04-01 15:00:00,0,0.039764404,0.622429848,0.318148613,284.1330566,0
2012-03-31 12:00:00,2012-04-01 16:00:00,0,0.38659668,-0.404500008,1.343285561,282.8701172,0
2012-03-31 12:00:00,2012-04-01 17:00:00,0,0.937316895,-0.493648529,1.279654503,282.885498,0
2012-03-31 12:00:00,2012-04-01 18:00:00,0,0.970123291,-0.298454285,1.2048769,283.1572266,0
2012-03-31 12:00:00,2012-04-01 19:00:00,0,0.893005371,-0.127774239,1.207766533,283.314209,0
2012-03-31 12:00:00,2012-04-01 20:00:00,0,0.891571045,-0.231093407,1.276310921,283.1843262,0
2012-03-31 12:00:00,2012-04-01 21:00:00,0.006346154,0.623687744,-0.055418968,1.24878788,283.6530762,18.3975
2012-03-31 12:00:00,2012-04-01 22:00:00,0.071538462,0.83279419,-0.851744652,0.97249794,286.2585449,147.219166666667
2012-03-31 12:00:00,2012-04-01 23:00:00,0.229166667,0.953292847,-1.10296154,0.310311317,288.4182129,282.787222222222
2012-04-01 12:00:00,2012-04-02 00:00:00,0.346474359,0.9324646,-0.193052292,-0.447573662,290.267334,416.471388888889
2012-04-01 12:00:00,2012-04-02 01:00:00,0.656858974,0.830276489,0.342458725,-1.522831917,291.6049805,431.600694444444
2012-04-01 12:00:00,2012-04-02 02:00:00,0.771410256,0.685302734,1.115677834,-1.500989914,292.329834,446.73
2012-04-01 12:00:00,2012-04-02 03:00:00,0.613782051,0.768798828,1.774486542,-1.611888885,293.2460938,500.479444444444
2012-04-01 12:00:00,2012-04-02 04:00:00,0.554807692,0.538909912,2.232107162,-1.731534004,294.0068359,501.76
2012-04-01 12:00:00,2012-04-02 05:00:00,0.458910256,0.486816406,2.173001289,-1.898820877,294.362793,416.405277777778
2012-04-01 12:00:00,2012-04-02 06:00:00,0.198269231,0.223648071,2.617418289,-1.667720795,294.494873,398.353333333333
2012-04-01 12:00:00,2012-04-02 07:00:00,0.085064103,0.879394531,1.739650726,-1.394080162,293.2600098,202.173055555556
2012-04-01 12:00:00,2012-04-02 08:00:00,0.011474359,0.548278809,1.671025276,-1.218840599,290.3742676,43.2405555555556
2012-04-01 12:00:00,2012-04-02 09:00:00,0.000128205,0.241516113,1.926808357,-0.977911949,288.5097656,0
2012-04-01 12:00:00,2012-04-02 10:00:00,0,0.001678467,1.94196701,-0.88630867,287.026123,0
2012-04-01 12:00:00,2012-04-02 11:00:00,0,0.328430176,2.086219788,-1.214301109,285.7568359,0
2012-04-01 12:00:00,2012-04-02 12:00:00,0,0.998077393,1.509296417,-1.51173687,285.1420898,0
2012-04-01 12:00:00,2012-04-02 13:00:00,0,0.956359863,1.73593998,-1.184411049,284.8122559,0
2012-04-01 12:00:00,2012-04-02 14:00:00,0,0.062988281,1.65512085,-0.839511871,284.7385254,0
2012-04-01 12:00:00,2012-04-02 15:00:00,0,0.030761719,1.281323433,-0.429141998,285.0100098,0
2012-04-01 12:00:00,2012-04-02 16:00:00,0,0.460205078,0.793845177,-0.549268723,284.3552246,0
2012-04-01 12:00:00,2012-04-02 17:00:00,0,0.691802979,0.735485077,-0.478562355,283.9189453,0
2012-04-01 12:00:00,2012-04-02 18:00:00,0,0.998077393,1.08981514,-0.340291977,283.6943359,0
2012-04-01 12:00:00,2012-04-02 19:00:00,0,0.981964111,1.028477669,-0.348043442,283.6027832,0
2012-04-01 12:00:00,2012-04-02 20:00:00,0,0.987760007,0.946923256,-0.506499291,283.3725586,0
2012-04-01 12:00:00,2012-04-02 21:00:00,0.015,0.976409912,0.687250137,-0.374117851,283.8041992,20.4777777777778
2012-04-01 12:00:00,2012-04-02 22:00:00,0.086282051,0.937856078,1.19635582,-0.148161888,287.2216797,178.108611111111
2012-04-01 12:00:00,2012-04-02 23:00:00,0.31525641,0.815002441,0.578382492,-0.187961578,289.5822754,293.429722222222
2012-04-02 12:00:00,2012-04-03 00:00:00,0.514551282,0.205688477,0.025250435,-0.78290081,290.2851562,224.395833333333
2012-04-02 12:00:00,2012-04-03 01:00:00,0.734615385,0.410125732,0.304481506,-0.324355125,292.1264648,376.396805555556
2012-04-02 12:00:00,2012-04-03 02:00:00,0.67525641,0.029388428,0.283238411,-0.777376175,293.6296387,528.397777777778
2012-04-02 12:00:00,2012-04-03 03:00:00,0.618910256,0.020172119,0.474200249,-1.141389847,295.2561035,713.243611111111
2012-04-02 12:00:00,2012-04-03 04:00:00,0.514166667,0.630584717,0.832373619,-1.779151917,296.4643555,715.076666666667
2012-04-02 12:00:00,2012-04-03 05:00:00,0.436474359,0.120308459,1.060285568,-2.266139984,296.8830566,547.7575
2012-04-02 12:00:00,2012-04-03 06:00:00,0.248397436,0.077105761,1.375250816,-2.521197319,296.7573242,394.543611111111
2012-04-02 12:00:00,2012-04-03 07:00:00,0.072051282,0.541369915,0.853564262,-1.814124107,295.5336914,208.365277777778
2012-04-02 12:00:00,2012-04-03 08:00:00,0.012628205,0.506476879,1.117510796,-1.871747017,291.8818359,39.7197222222222
2012-04-02 12:00:00,2012-04-03 09:00:00,0.000128205,0.014354542,1.629550934,-1.718268394,290.1945801,0
2012-04-02 12:00:00,2012-04-03 10:00:00,0,0,1.946388245,-1.375206947,289.246582,0
2012-04-02 12:00:00,2012-04-03 11:00:00,0,0.013397217,1.356401443,-0.374372482,290.1608887,0
2012-04-02 12:00:00,2012-04-03 12:00:00,0,0.261322022,0.164655685,0.213218689,289.3857422,0
2012-04-02 12:00:00,2012-04-03 13:00:00,0,0.846954346,-0.370965004,0.652084351,288.1875,0
2012-04-02 12:00:00,2012-04-03 14:00:00,0,0.754592896,-0.744955063,0.975700378,286.7709961,0
2012-04-02 12:00:00,2012-04-03 15:00:00,0,0.484634399,-0.71096611,1.17579174,286.3623047,0
2012-04-02 12:00:00,2012-04-03 16:00:00,0,0.240020752,-0.62700367,1.231590271,286.2119141,0
2012-04-02 12:00:00,2012-04-03 17:00:00,0,0.061553955,-0.566163063,1.18297863,285.9753418,0
2012-04-02 12:00:00,2012-04-03 18:00:00,0,0.019714355,-0.841594696,1.268485069,285.248291,0
2012-04-02 12:00:00,2012-04-03 19:00:00,0,0.068725586,-1.345306396,1.635280609,284.6279297,0
2012-04-02 12:00:00,2012-04-03 20:00:00,0,0.225982666,-1.129434586,1.474434853,285.1804199,0
2012-04-02 12:00:00,2012-04-03 21:00:00,0.016730769,0.540039063,-0.956645012,1.390478134,286.3483887,17.1566666666667
2012-04-02 12:00:00,2012-04-03 22:00:00,0.213653846,0.209838867,-1.25841713,1.512768745,289.4865723,182.114444444444
2012-04-02 12:00:00,2012-04-03 23:00:00,0.565384615,0.310333252,-1.547785759,0.818566322,292.1496582,370.399722222222
2012-04-03 12:00:00,2012-04-04 00:00:00,0.708782051,0.306854248,-1.731227875,-0.165064812,294.003418,508.612777777778
2012-04-03 12:00:00,2012-04-04 01:00:00,0.754102564,0.505828857,-2.060939789,-0.942290306,294.9448242,620.784027777778
2012-04-03 12:00:00,2012-04-04 02:00:00,0.745897436,0.658721924,-1.492095947,-2.201024055,296.2089844,732.955277777778
2012-04-03 12:00:00,2012-04-04 03:00:00,0.68275641,0.638214111,-0.417736054,-2.744015694,296.8547363,690.820833333333
2012-04-03 12:00:00,2012-04-04 04:00:00,0.521025641,0.495758057,-0.11923027,-2.499527931,296.7788086,458.661388888889
2012-04-03 12:00:00,2012-04-04 05:00:00,0.338461538,0.50881958,-0.331121445,-2.033520699,296.875,430.464722222222
2012-04-03 12:00:00,2012-04-04 06:00:00,0.209935897,0.534576416,-1.089712143,-1.715860367,296.3208008,281.053333333333
2012-04-03 12:00:00,2012-04-04 07:00:00,0.048589744,0.343765259,-2.120662689,-1.250066757,295.2612305,183.915277777778
2012-04-03 12:00:00,2012-04-04 08:00:00,0.014423077,0.194549561,-2.506884575,-0.9520998,293.0314941,25.6880555555556
2012-04-03 12:00:00,2012-04-04 09:00:00,6.41e-05,0.118179321,-2.666511536,-0.791671753,291.9020996,0
2012-04-03 12:00:00,2012-04-04 10:00:00,0,0.182647705,-2.406463623,-0.427889824,290.9040527,0
2012-04-03 12:00:00,2012-04-04 11:00:00,0,0.057830811,-1.854642868,0.161747932,289.7800293,0
2012-04-03 12:00:00,2012-04-04 12:00:00,0,0.076721191,-1.694310188,1.046178818,288.4736328,0
2012-04-03 12:00:00,2012-04-04 13:00:00,0,0.093658447,-0.997034073,1.563719749,288.0168457,0
2012-04-03 12:00:00,2012-04-04 14:00:00,0,0.09828186,-0.880581856,1.740345001,287.2346191,0
2012-04-03 12:00:00,2012-04-04 15:00:00,0,0.082489014,-1.008526802,1.627788544,286.7802734,0
2012-04-03 12:00:00,2012-04-04 16:00:00,0,0.052642822,-1.074121475,1.613736153,286.3530273,0
2012-04-03 12:00:00,2012-04-04 17:00:00,0,0.103973389,-1.045578957,1.592356682,286.065918,0
2012-04-03 12:00:00,2012-04-04 18:00:00,0,0.336364746,-0.995844841,1.530291557,285.892334,0
2012-04-03 12:00:00,2012-04-04 19:00:00,0,0.982116699,-0.884967804,1.195948601,286.3144531,0
2012-04-03 12:00:00,2012-04-04 20:00:00,0,1,-0.823866844,1.079847336,286.5805664,0
2012-04-03 12:00:00,2012-04-04 21:00:00,0.001346154,1,-1.112315178,1.445384979,287.4777832,13.2497222222222
2012-04-03 12:00:00,2012-04-04 22:00:00,0.018397436,0.940002441,-1.48052597,1.454460144,289.0192871,114.453055555556
2012-04-03 12:00:00,2012-04-04 23:00:00,0.050641026,0.813079834,-1.542251587,0.878116608,290.6987305,259.850277777778
2012-04-04 12:00:00,2012-04-05 00:00:00,0.065833333,0.426773071,-1.356940269,0.396690369,292.5996094,474.13
2012-04-04 12:00:00,2012-04-05 01:00:00,0.114807692,0.890716553,-1.270461082,-0.842893601,294.7202148,548.790416666667
2012-04-04 12:00:00,2012-04-05 02:00:00,0.143910256,0.975891113,-0.369400978,-1.674007416,296.1906738,623.450833333333
2012-04-04 12:00:00,2012-04-05 03:00:00,0.291666667,0.672851563,-0.486637116,-1.19473362,296.0197754,337.625833333333
2012-04-04 12:00:00,2012-04-05 04:00:00,0.530576923,0.414886475,-0.842734337,-0.715948105,296.4638672,406.823611111111
2012-04-04 12:00:00,2012-04-05 05:00:00,0.43474359,0.242370606,-0.986803055,-0.642158508,296.8039551,420.901111111111
2012-04-04 12:00:00,2012-04-05 06:00:00,0.194487179,0.360107422,-1.225887299,-1.052643776,296.7077637,316.932777777778
2012-04-04 12:00:00,2012-04-05 07:00:00,0.057179487,0.298995972,-1.168458939,-1.2263937,295.8510742,172.978055555556
2012-04-04 12:00:00,2012-04-05 08:00:00,0.012564103,0.186706543,-1.388213158,-1.463539124,293.0834961,31.0927777777778
